configuration,pop_mut,scenario,mutation_rate_a,mutation_rate_b,population_size,comparison,a_replicate,b_replicate,variance_leading,variance_overall
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30264,30264,1.293469387755102,19.037142857142857
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30265,30265,0.7853061224489796,25.624897959183674
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30266,30266,1.0240816326530613,28.098367346938776
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30267,30267,1.1351020408163264,15.660816326530613
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30268,30268,1.2330612244897958,20.465714285714284
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30269,30269,1.3044897959183674,17.903673469387755
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30270,30270,1.0942857142857143,20.92612244897959
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30271,30271,1.062857142857143,20.653061224489797
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30272,30272,1.7142857142857144,14.637142857142857
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30273,30273,0.8636734693877551,27.07795918367347
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30274,30274,1.2424489795918368,20.109795918367347
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30275,30275,0.9289795918367347,18.091428571428573
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30276,30276,1.5608163265306123,19.426938775510205
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30277,30277,1.4057142857142857,25.41061224489796
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30278,30278,1.0204081632653061,28.489795918367346
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30279,30279,1.126938775510204,24.25673469387755
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30280,30280,1.2244897959183674,24.338367346938774
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30281,30281,0.9697959183673469,22.803673469387753
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30282,30282,1.1085714285714285,22.653061224489797
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30283,30283,1.2281632653061225,26.83918367346939
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30284,30284,1.3995918367346938,29.071428571428573
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30285,30285,0.866938775510204,20.18938775510204
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30286,30286,1.3485714285714285,19.668979591836734
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30287,30287,1.3555102040816327,19.622857142857143
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30288,30288,0.7820408163265307,20.8265306122449
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30289,30289,1.3240816326530611,25.250612244897958
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30290,30290,0.6955102040816327,28.22408163265306
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30291,30291,0.8673469387755102,29.11387755102041
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30292,30292,1.1199999999999999,20.775510204081634
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30293,30293,1.1428571428571428,18.1734693877551
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30294,30294,1.1677551020408163,25.530204081632654
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30295,30295,1.1922448979591835,22.868979591836734
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30296,30296,1.2424489795918368,19.732244897959184
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30297,30297,0.9208163265306123,23.46938775510204
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30298,30298,1.183673469387755,22.760816326530612
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30299,30299,1.126938775510204,19.469795918367346
DIFF_MUT_1,"1000, 0.01, 0.03",oneOffLockstep,0.01,0.03,1000,intra-run,30300,30300,1.0648979591836736,27.750612244897958
DIFF_MUT_1,"1000, 0.01",oneOffLockstep,0.01,0.03,1000,inter-run,30333,30336,2.8979591836734695,25.14938775510204
DIFF_MUT_1,"1000, 0.01",oneOffLockstep,0.01,0.03,1000,inter-run,30399,30348,2.2955102040816326,25.90244897959184
